run, avgwait, avgtottime
2571, 8.36088863645, 14.6619850945
2572, 6.30979761784, 13.0288962055
2573, 4.53215331563, 9.9831148613
2574, 3.37583231311, 8.57809251904
2575, 1.83104049536, 6.59684132591
2576, 5.02189014052, 11.0961484509
2577, 3.27864369482, 8.98383978285
2578, 5.57957138262, 11.5030375436
2579, 3.97057956301, 9.75394573082
2580, 7.78309709167, 14.4214282938
2581, 3.46812873377, 9.0899106872
2582, 2.86597777901, 8.55636802394
2583, 3.94715010526, 9.3358844536
2584, 4.25296638537, 10.1396208418
2585, 8.53123962796, 15.5088104639
2586, 5.15038073783, 11.4360947558
2587, 3.88184690532, 9.71762845516
2588, 6.80162050763, 14.1936693662
2589, 2.71758353154, 7.68699555732
2590, 4.08560655139, 9.84165451297
2591, 3.404907569, 9.81785028153
2592, 4.00665857762, 9.2364799076
2593, 3.63122969784, 9.58914377314
2594, 2.87144946216, 7.80564539867
2595, 4.87506635561, 11.0662284171
2596, 5.05226097227, 11.4299891179
2597, 4.58809348007, 11.1472877878
2598, 3.31824800264, 9.51475367339
2599, 3.79609557573, 9.40703966825
2600, 8.07496720111, 15.0294875247
2601, 7.63612118508, 13.6777253965
2602, 7.05104192335, 13.344331067
2603, 5.75243022504, 10.9305893951
2604, 3.61910335269, 9.07266517784
2605, 2.51828667243, 8.60984768637
2606, 2.1190224526, 7.57215898704
2607, 4.63402159942, 10.6445584011
2608, 2.60201145372, 7.66674441349
2609, 4.09425091936, 10.3851494533
2610, 4.30675437893, 10.6759342298
2611, 2.65599513898, 8.11038037113
2612, 6.04959371168, 12.3855125682
2613, 3.1836539982, 9.22578384268
2614, 2.48130906466, 7.3115271372
2615, 4.93489088856, 11.1443988435
2616, 6.37463317326, 13.1048199505
2617, 3.71340535618, 9.28987943773
2618, 4.31184041995, 10.7184444299
2619, 2.67742293351, 8.44869231503
2620, 3.02261251439, 8.29970625174
2621, 7.68463749526, 13.7597207968
2622, 2.43328540595, 7.63844660603
2623, 4.01878556556, 9.5507331341
2624, 4.42054858214, 10.5324417433
2625, 4.75487921447, 10.4443346649
2626, 3.64200145484, 9.10570263065
2627, 8.903627348, 15.4664937866
2628, 3.15726854825, 7.86406967376
2629, 3.0403942519, 8.8558937456
2630, 10.9044760404, 17.751228075
2631, 3.22660653749, 8.56593137229
2632, 5.88060530217, 12.0968921492
2633, 4.33680721328, 10.7801528541
2634, 6.54852209216, 12.3468103723
2635, 6.16685864133, 12.5214255182
2636, 2.93340475276, 8.22401614027
2637, 8.67496008698, 14.6615542668
2638, 2.23021496903, 6.7616640463
2639, 2.61244545474, 7.25200996183
2640, 6.8559605846, 13.3422951671
2641, 7.27239946278, 13.2402799589
2642, 3.94214670531, 9.55705878335
2643, 6.43819279292, 13.3289874306
2644, 2.90210518957, 8.28110679819
2645, 3.81080227796, 9.65070807842
2646, 3.23338767303, 8.01175948311
2647, 6.48880898814, 12.4020454113
2648, 3.52850105839, 10.1357980261
2649, 5.41261376113, 11.6234746769
2650, 2.86830932711, 8.45845101774
2651, 4.1710573822, 9.80409969121
2652, 4.10779008183, 9.84137616917
2653, 2.45682088329, 7.67961676516
2654, 2.34958559205, 7.62625602381
2655, 5.07588515878, 10.8067356036
2656, 3.58314421641, 9.30741384798
2657, 4.06098002759, 10.5798864643
2658, 7.23296119227, 13.5673771697
